Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio,Dominant_Hand,Switch_Hitter
3,2009,SP,Clayton Kershaw,21,8,8,0.5,2.79,31,30,1,0,0,0,171.0,119,55,53,7,91,4,185,1,2,11,701,143,3.08,1.228,6.3,0.4,4.8,9.7,2.03,Left,No
4,2009,SP,Hiroki Kuroda,34,8,7,0.533,3.76,21,20,0,0,0,0,117.1,110,59,49,12,24,1,87,1,0,5,485,106,3.58,1.142,8.4,0.9,1.8,6.7,3.63,Right,No
5,2009,CL,Jonathan Broxton,25,7,2,0.778,2.61,73,0,58,0,0,36,76.0,44,24,22,4,29,1,114,1,0,2,300,154,1.97,0.961,5.2,0.5,3.4,13.5,3.93,Right,No
6,2009,RP,Ramon Troncoso,26,5,4,0.556,2.72,73,0,20,0,0,6,82.2,83,30,25,3,34,9,55,3,0,4,357,147,3.58,1.415,9.0,0.3,3.7,6.0,1.62,Right,No
7,2009,RP,Ronald Belisario,26,4,3,0.571,2.04,69,0,13,0,0,0,70.2,52,21,16,4,29,7,64,6,0,4,299,197,3.51,1.146,6.6,0.5,3.7,8.2,2.21,Right,No
8,2009,RP,Guillermo Mota,35,3,4,0.429,3.44,61,0,27,0,0,0,65.1,53,25,25,6,24,8,39,5,0,3,273,116,4.43,1.179,7.3,0.8,3.3,5.4,1.63,Right,No
9,2009,RP,James McDonald,24,5,5,0.5,4.0,45,4,10,0,0,0,63.0,60,34,28,6,34,5,54,5,0,4,280,100,4.48,1.492,8.6,0.9,4.9,7.7,1.59,Right,No
10,2009,,Jeff Weaver,32,6,4,0.6,3.65,28,7,5,0,0,0,79.0,87,34,32,7,33,9,64,5,0,4,355,110,4.07,1.519,9.9,0.8,3.8,7.3,1.94,Right,No
11,2009,,Eric Stults,29,4,3,0.571,4.86,10,10,0,1,1,0,50.0,51,27,27,3,26,2,33,4,0,2,223,83,4.36,1.54,9.2,0.5,4.7,5.9,1.27,Left,No
12,2009,,Vicente Padilla,31,4,0,1.0,3.2,8,7,0,0,0,0,39.1,36,15,14,4,12,0,38,0,0,1,159,126,3.4,1.22,8.2,0.9,2.7,8.7,3.17,Right,No
13,2009,,Jon Garland,29,3,2,0.6,2.72,6,6,0,0,0,0,36.1,37,16,11,4,9,2,26,0,0,1,154,148,3.84,1.266,9.2,1.0,2.2,6.4,2.89,Right,No
14,2009,,Hung-Chih Kuo,27,2,0,1.0,3.0,35,0,2,0,0,0,30.0,21,10,10,2,13,2,32,2,0,5,124,135,3.33,1.133,6.3,0.6,3.9,9.6,2.46,Left,No
15,2009,,George Sherrill,32,1,0,1.0,0.65,30,0,1,0,0,1,27.2,19,2,2,1,11,2,22,0,0,1,111,621,3.17,1.084,6.2,0.3,3.6,7.2,2.0,Left,No
16,2009,,Cory Wade,26,2,3,0.4,5.53,27,0,2,0,0,0,27.2,28,17,17,3,10,3,18,1,0,4,121,73,4.4,1.373,9.1,1.0,3.3,5.9,1.8,Right,No
17,2009,,Eric Milton,33,2,1,0.667,3.8,5,5,0,0,0,0,23.2,30,12,10,2,6,0,20,2,0,0,108,107,3.52,1.521,11.4,0.8,2.3,7.6,3.33,Left,No
18,2009,,Brent Leach,26,2,0,1.0,5.75,38,0,6,0,0,0,20.1,16,13,13,3,12,3,19,1,0,5,88,71,5.06,1.377,7.1,1.3,5.3,8.4,1.58,Left,No
19,2009,,Scott Elbert,23,2,0,1.0,5.03,19,0,3,0,0,0,19.2,19,11,11,4,7,0,21,0,0,1,83,81,4.67,1.322,8.7,1.8,3.2,9.6,3.0,Left,No
20,2009,,Charlie Haeger,25,1,1,0.5,3.32,6,3,2,0,0,0,19.0,13,7,7,4,7,0,15,2,0,0,79,123,5.68,1.053,6.2,1.9,3.3,7.1,2.14,Right,No
21,2009,,Jason Schmidt,36,2,2,0.5,5.6,4,4,0,0,0,0,17.2,16,12,11,1,12,1,8,3,0,0,83,73,5.47,1.585,8.2,0.5,6.1,4.1,0.67,Right,No
22,2009,,Will Ohman,31,1,0,1.0,5.84,21,0,5,0,0,1,12.1,12,8,8,4,8,1,7,0,0,0,54,70,8.12,1.622,8.8,2.9,5.8,5.1,0.88,Left,No
23,2009,,Claudio Vargas,31,0,0,0.0,1.64,8,0,4,0,0,0,11.0,7,2,2,1,4,0,10,1,0,0,43,252,3.82,1.0,5.7,0.8,3.3,8.2,2.5,Right,No
24,2009,,Travis Schlichting,24,0,0,0.0,3.38,2,0,1,0,0,0,2.2,1,2,1,1,5,0,2,0,0,1,15,135,12.1,2.25,3.4,3.4,16.9,6.8,0.4,Right,No
25,2009,,Mark Loretta,37,0,0,0.0,0.0,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,1,0,0,2,0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,Right,No
1,2008,SP,Derek Lowe,35,14,11,0.56,3.24,34,34,0,1,0,0,211.0,194,84,76,14,45,7,147,1,0,2,851,129,3.26,1.133,8.3,0.6,1.9,6.3,3.27,Right,No
2,2008,SP,Chad Billingsley,23,16,10,0.615,3.14,35,32,1,1,1,0,200.2,188,76,70,14,80,6,201,8,0,10,859,133,3.35,1.336,8.4,0.6,3.6,9.0,2.51,Right,No
3,2008,SP,Hiroki Kuroda,33,9,10,0.474,3.73,31,31,0,2,2,0,183.1,181,85,76,13,42,8,116,7,0,5,776,112,3.59,1.216,8.9,0.6,2.1,5.7,2.76,Right,No
4,2008,SP,Clayton Kershaw,20,5,5,0.5,4.26,22,21,0,0,0,0,107.2,109,51,51,11,52,3,100,1,0,7,470,98,4.08,1.495,9.1,0.9,4.3,8.4,1.92,Left,No
5,2008,SP,Brad Penny,30,6,9,0.4,6.27,19,17,1,0,0,0,94.2,112,68,66,13,42,0,51,3,1,1,426,67,5.27,1.627,10.6,1.2,4.0,4.8,1.21,Right,No
6,2008,CL,Takashi Saito,38,4,4,0.5,2.49,45,0,35,0,0,18,47.0,40,14,13,1,16,3,60,2,0,1,197,169,2.0,1.191,7.7,0.2,3.1,11.5,3.75,Right,No
7,2008,RP,Chan Ho Park,35,4,4,0.5,3.4,54,5,11,0,0,2,95.1,97,43,36,12,36,7,79,4,1,2,412,123,4.37,1.395,9.2,1.1,3.4,7.5,2.19,Right,No
8,2008,RP,Cory Wade,25,2,1,0.667,2.27,55,0,21,0,0,0,71.1,51,22,18,7,15,3,51,4,0,2,275,184,3.78,0.925,6.4,0.9,1.9,6.4,3.4,Right,No
9,2008,RP,Jonathan Broxton,24,3,5,0.375,3.13,70,0,32,0,0,14,69.0,54,29,24,2,27,5,88,3,0,3,285,134,2.26,1.174,7.0,0.3,3.5,11.5,3.26,Right,No
10,2008,RP,Joe Beimel,31,5,1,0.833,2.02,71,0,10,0,0,0,49.0,50,11,11,0,21,4,32,3,1,1,214,208,3.3,1.449,9.2,0.0,3.9,5.9,1.52,Left,No
11,2008,,Hung-Chih Kuo,26,5,3,0.625,2.14,42,3,10,0,0,1,80.0,60,21,19,4,21,2,96,3,1,1,323,196,2.28,1.013,6.8,0.5,2.4,10.8,4.57,Left,No
12,2008,,Greg Maddux,42,2,4,0.333,5.09,7,7,0,0,0,0,40.2,43,25,23,5,4,1,18,1,0,0,166,83,4.21,1.156,9.5,1.1,0.9,4.0,4.5,Right,No
13,2008,,Scott Proctor,31,2,0,1.0,6.05,41,0,11,0,0,0,38.2,41,30,26,7,24,1,46,0,0,6,184,70,4.97,1.681,9.5,1.6,5.6,10.7,1.92,Right,No
14,2008,,Eric Stults,28,2,3,0.4,3.49,7,7,0,1,1,0,38.2,38,18,15,6,13,2,30,1,0,0,167,120,4.68,1.319,8.8,1.4,3.0,7.0,2.31,Left,No
15,2008,,Ramon Troncoso,25,1,1,0.5,4.26,32,0,12,0,0,0,38.0,37,19,18,2,12,1,38,3,0,2,160,99,3.0,1.289,8.8,0.5,2.8,9.0,3.17,Right,No
16,2008,,Jason Johnson,34,1,2,0.333,5.22,16,2,5,0,0,0,29.1,32,19,17,5,12,3,20,2,0,3,130,81,5.42,1.5,9.8,1.5,3.7,6.1,1.67,Right,No
17,2008,,Esteban Loaiza,36,1,2,0.333,5.63,7,3,2,0,0,0,24.0,24,15,15,3,5,1,9,1,0,0,103,75,4.76,1.208,9.0,1.1,1.9,3.4,1.8,Right,No
18,2008,,Brian Falkenborg,30,2,2,0.5,6.17,16,0,2,0,0,0,11.2,11,8,8,2,4,1,9,0,0,0,49,70,4.85,1.286,8.5,1.5,3.1,6.9,2.25,Right,No
19,2008,,James McDonald,23,0,0,0.0,0.0,4,0,1,0,0,0,6.0,5,0,0,0,1,0,2,0,0,0,24,0,2.97,1.0,7.5,0.0,1.5,3.0,2.0,Right,No
20,2008,,Scott Elbert,22,0,1,0.0,12.0,10,0,1,0,0,0,6.0,9,8,8,2,4,0,8,1,0,0,31,37,7.3,2.167,13.5,3.0,6.0,12.0,2.0,Left,No
21,2008,,Yhency Brazobán,28,0,0,0.0,6.0,2,0,1,0,0,0,3.0,4,2,2,0,3,0,3,0,0,1,16,78,4.13,2.333,12.0,0.0,9.0,9.0,1.0,Right,No
22,2008,,Tanyon Sturtze,37,0,0,0.0,0.0,3,0,1,0,0,0,2.1,1,0,0,0,1,0,1,0,0,0,9,0,3.56,0.857,3.9,0.0,3.9,3.9,1.0,Right,No
1,2007,SP,Brad Penny,29,16,4,0.8,3.03,33,33,0,0,0,0,208.0,199,75,70,9,73,2,135,5,0,6,865,147,3.63,1.308,8.6,0.4,3.2,5.8,1.85,Right,No
2,2007,SP,Derek Lowe,34,12,14,0.462,3.88,33,32,0,3,0,0,199.1,194,100,86,20,59,2,147,1,1,3,831,114,3.97,1.269,8.8,0.9,2.7,6.6,2.49,Right,No
3,2007,SP,Randy Wolf,30,9,6,0.6,4.73,18,18,0,0,0,0,102.2,110,55,54,10,39,2,94,6,0,4,458,94,3.99,1.451,9.6,0.9,3.4,8.2,2.41,Left,No
4,2007,CL,Takashi Saito,37,2,1,0.667,1.4,63,0,55,0,0,39,64.1,33,10,10,5,13,0,78,3,0,0,234,319,2.57,0.715,4.6,0.7,1.8,10.9,6.0,Right,No
5,2007,RP,Chad Billingsley,22,12,5,0.706,3.31,43,20,6,1,0,0,147.0,131,56,54,15,64,3,141,3,0,5,623,135,4.02,1.327,8.0,0.9,3.9,8.6,2.2,Right,No
6,2007,RP,Jonathan Broxton,23,4,4,0.5,2.85,83,0,18,0,0,2,82.0,69,30,26,6,25,3,99,1,0,4,334,156,2.73,1.146,7.6,0.7,2.7,10.9,3.96,Right,No
7,2007,RP,Rudy Seanez,38,6,3,0.667,3.79,73,0,19,0,0,1,76.0,78,33,32,10,27,3,73,4,0,2,329,118,4.25,1.382,9.2,1.2,3.2,8.6,2.7,Right,No
8,2007,RP,Joe Beimel,30,4,2,0.667,3.88,83,0,10,0,0,1,67.1,63,30,29,1,24,6,39,1,2,3,281,115,3.39,1.292,8.4,0.1,3.2,5.2,1.63,Left,No
9,2007,,Mark Hendrickson,33,4,8,0.333,5.21,39,15,4,0,0,0,122.2,142,75,71,15,29,4,92,1,0,4,532,85,4.06,1.394,10.4,1.1,2.1,6.8,3.17,Left,No
10,2007,,Brett Tomko,34,2,11,0.154,5.8,33,15,8,0,0,0,104.0,124,75,67,13,42,1,79,2,0,3,475,77,4.62,1.596,10.7,1.1,3.6,6.8,1.88,Right,No
11,2007,,Eric Stults,27,1,4,0.2,5.82,12,5,0,0,0,0,38.2,50,26,25,5,17,2,30,1,0,2,179,77,4.77,1.733,11.6,1.2,4.0,7.0,1.76,Left,No
12,2007,,David Wells,44,4,1,0.8,5.12,7,7,0,0,0,0,38.2,45,23,22,5,9,1,19,0,0,0,162,87,4.64,1.397,10.5,1.2,2.1,4.4,2.11,Left,No
13,2007,,Scott Proctor,30,3,0,1.0,3.38,31,0,4,0,0,0,32.0,25,14,12,4,15,1,27,3,1,2,137,133,4.87,1.25,7.0,1.1,4.2,7.6,1.8,Right,No
14,2007,,Hung-Chih Kuo,25,1,4,0.2,7.42,8,6,1,0,0,0,30.1,35,26,25,3,14,0,27,1,0,1,140,60,4.23,1.615,10.4,0.9,4.2,8.0,1.93,Left,No
15,2007,,D.J. Houlton,27,0,2,0.0,4.18,18,0,8,0,0,0,28.0,28,14,13,5,7,0,21,0,0,0,113,107,4.81,1.25,9.0,1.6,2.3,6.8,3.0,Right,No
16,2007,,Jason Schmidt,34,1,4,0.2,6.31,6,6,0,0,0,0,25.2,32,20,18,4,14,2,22,1,0,2,125,71,5.3,1.792,11.2,1.4,4.9,7.7,1.57,Right,No
17,2007,,Chin-hui Tsao,26,0,1,0.0,4.38,21,0,6,0,0,0,24.2,18,12,12,3,8,0,16,1,0,0,97,103,4.62,1.054,6.6,1.1,2.9,5.8,2.0,Right,No
18,2007,,Esteban Loaiza,35,1,4,0.2,8.34,5,5,0,0,0,0,22.2,26,21,21,9,16,1,15,1,1,0,108,54,9.33,1.853,10.3,3.6,6.4,6.0,0.94,Right,No
19,2007,,Roberto Hernández,42,0,2,0.0,6.64,22,0,12,0,0,0,20.1,26,16,15,3,9,0,13,2,0,3,96,68,5.5,1.721,11.5,1.3,4.0,5.8,1.44,Right,No
20,2007,,Jon Meloan,22,0,0,0.0,11.05,5,0,3,0,0,0,7.1,8,9,9,1,8,0,7,1,0,0,38,42,6.79,2.182,9.8,1.2,9.8,8.6,0.88,Right,No
21,2007,,Eric Hull,27,0,0,0.0,4.05,5,0,3,0,0,0,6.2,4,3,3,0,3,0,5,0,0,0,27,115,3.09,1.05,5.4,0.0,4.1,6.8,1.67,Right,No
22,2007,,Yhency Brazobán,27,0,0,0.0,16.2,4,0,1,0,0,0,1.2,3,4,3,0,3,1,5,0,0,0,12,33,2.64,3.6,16.2,0.0,16.2,27.0,1.67,Right,No
1,2006,SP,Derek Lowe,33,16,8,0.667,3.63,35,34,1,1,0,0,218.0,221,97,88,14,55,2,123,5,2,3,913,124,3.68,1.266,9.1,0.6,2.3,5.1,2.24,Right,No
2,2006,SP,Brad Penny,28,16,9,0.64,4.33,34,33,0,0,0,0,189.0,206,94,91,19,54,4,148,9,0,6,813,104,3.89,1.376,9.8,0.9,2.6,7.0,2.74,Right,No
3,2006,SP,Aaron Sele,36,8,6,0.571,4.53,28,15,4,0,0,0,103.1,120,57,52,11,30,2,57,2,0,3,451,100,4.36,1.452,10.5,1.0,2.6,5.0,1.9,Right,No
4,2006,SP,Chad Billingsley,21,7,4,0.636,3.8,18,16,0,0,0,0,90.0,92,43,38,7,58,3,59,3,0,5,403,119,4.88,1.667,9.2,0.7,5.8,5.9,1.02,Right,No
5,2006,SP,Mark Hendrickson,32,2,7,0.222,4.68,18,12,0,0,0,0,75.0,92,45,39,7,28,0,48,2,1,2,342,96,4.28,1.6,11.0,0.8,3.4,5.8,1.71,Left,No
6,2006,SP,Greg Maddux,40,6,3,0.667,3.3,12,12,0,0,0,0,73.2,66,31,27,6,14,4,36,0,0,0,290,137,3.8,1.086,8.1,0.7,1.7,4.4,2.57,Right,No
7,2006,CL,Takashi Saito,36,6,2,0.75,2.07,72,0,48,0,0,24,78.1,48,19,18,3,23,3,107,2,0,2,303,218,1.87,0.906,5.5,0.3,2.6,12.3,4.65,Right,No
8,2006,RP,Brett Tomko,33,8,7,0.533,4.73,44,15,2,0,0,0,112.1,123,67,59,17,29,0,76,2,1,3,491,95,4.59,1.353,9.9,1.4,2.3,6.1,2.62,Right,No
9,2006,RP,Jonathan Broxton,22,4,1,0.8,2.59,68,0,20,0,0,3,76.1,61,25,22,7,33,6,97,1,0,7,320,174,3.13,1.231,7.2,0.8,3.9,11.4,2.94,Right,No
10,2006,RP,Joe Beimel,29,2,1,0.667,2.96,62,0,10,0,0,2,70.0,70,26,23,7,21,3,30,0,1,6,295,153,4.49,1.3,9.0,0.9,2.7,3.9,1.43,Left,No
11,2006,RP,Danys Báez,28,5,5,0.5,4.35,46,0,27,0,0,9,49.2,53,29,24,3,11,2,29,6,0,3,213,104,3.79,1.289,9.6,0.5,2.0,5.3,2.64,Right,No
12,2006,,Jae Weong Seo,29,2,4,0.333,5.78,19,10,5,0,0,0,67.0,75,45,43,14,25,1,49,1,1,1,296,78,5.56,1.493,10.1,1.9,3.4,6.6,1.96,Right,No
13,2006,,Hung-Chih Kuo,24,1,5,0.167,4.22,28,5,6,0,0,0,59.2,54,30,28,3,33,5,71,1,0,2,258,107,3.13,1.458,8.1,0.5,5.0,10.7,2.15,Left,No
14,2006,,Odalis Perez,28,4,4,0.5,6.83,20,8,6,0,0,0,59.1,89,49,45,9,13,1,33,2,1,4,275,66,4.76,1.719,13.5,1.4,2.0,5.0,2.54,Left,No
15,2006,,Tim Hamulack,29,0,3,0.0,6.35,33,0,12,0,0,0,34.0,36,28,24,7,22,1,34,2,1,2,161,71,5.94,1.706,9.5,1.9,5.8,9.0,1.55,Left,No
16,2006,,Giovanni Carrara,38,0,1,0.0,4.55,25,0,9,0,0,1,27.2,27,14,14,5,7,0,25,1,0,1,116,100,4.56,1.229,8.8,1.6,2.3,8.1,3.57,Right,No
17,2006,,Elmer Dessens,35,0,1,0.0,4.7,19,0,2,0,0,0,23.0,23,12,12,4,9,2,16,0,0,1,100,97,5.19,1.391,9.0,1.6,3.5,6.3,1.78,Right,No
18,2006,,Franquelis Osoria,24,0,2,0.0,7.13,12,0,1,0,0,0,17.2,27,14,14,4,9,1,13,1,0,0,86,64,6.32,2.038,13.8,2.0,4.6,6.6,1.44,Right,No
19,2006,,Eric Stults,26,1,0,1.0,5.6,6,2,2,0,0,0,17.2,17,12,11,4,7,0,5,0,0,0,73,82,6.71,1.358,8.7,2.0,3.6,2.5,0.71,Left,No
20,2006,,Lance Carter,31,0,1,0.0,8.49,10,0,2,0,0,0,11.2,17,11,11,1,8,0,5,0,0,2,59,55,5.46,2.143,13.1,0.8,6.2,3.9,0.63,Right,No
21,2006,,Yhency Brazobán,26,0,0,0.0,5.4,5,0,2,0,0,0,5.0,7,3,3,0,2,0,4,0,0,1,23,89,2.75,1.8,12.6,0.0,3.6,7.2,2.0,Right,No
22,2006,,Éric Gagné,30,0,0,0.0,0.0,2,0,2,0,0,1,2.0,0,0,0,0,1,0,3,1,0,0,8,0,3.15,0.5,0.0,0.0,4.5,13.5,3.0,Right,No
1,2005,SP,Jeff Weaver,28,14,11,0.56,4.22,34,34,0,3,2,0,224.0,220,111,105,35,43,1,157,18,0,2,930,97,4.47,1.174,8.8,1.4,1.7,6.3,3.65,Right,No
2,2005,SP,Derek Lowe,32,12,15,0.444,3.61,35,35,0,2,2,0,222.0,223,113,89,28,55,1,146,5,2,3,934,114,4.16,1.252,9.0,1.1,2.2,5.9,2.65,Right,No
3,2005,SP,Brad Penny,27,7,9,0.438,3.9,29,29,0,1,0,0,175.1,185,78,76,17,41,2,122,3,0,3,738,105,3.64,1.289,9.5,0.9,2.1,6.3,2.98,Right,No
4,2005,SP,D.J. Houlton,25,6,9,0.4,5.16,35,19,4,0,0,0,129.0,145,79,74,21,52,3,90,8,0,2,578,80,5.14,1.527,10.1,1.5,3.6,6.3,1.73,Right,No
5,2005,SP,Odalis Perez,27,7,8,0.467,4.56,19,19,0,0,0,0,108.2,109,59,55,13,28,2,74,0,0,3,453,90,3.99,1.261,9.0,1.1,2.3,6.1,2.64,Left,No
6,2005,CL,Yhency Brazobán,25,4,10,0.286,5.33,74,0,44,0,0,21,72.2,70,46,43,11,32,4,61,5,0,1,317,77,4.84,1.404,8.7,1.4,4.0,7.6,1.91,Right,No
7,2005,RP,Duaner Sanchez,25,4,7,0.364,3.73,79,0,31,0,0,8,82.0,75,36,34,8,36,6,71,3,1,7,353,110,3.98,1.354,8.2,0.9,4.0,7.8,1.97,Right,No
8,2005,RP,Giovanni Carrara,37,7,4,0.636,3.93,72,0,18,0,0,0,75.2,65,35,33,6,38,5,56,6,0,4,326,105,4.32,1.361,7.7,0.7,4.5,6.7,1.47,Right,No
9,2005,RP,Steve Schmoll,25,2,2,0.5,5.01,48,0,14,0,0,3,46.2,47,29,26,4,22,2,29,3,1,0,205,82,4.5,1.479,9.1,0.8,4.2,5.6,1.32,Right,No
10,2005,RP,Kelly Wunsch,32,1,1,0.5,4.56,45,0,6,0,0,0,23.2,20,12,12,2,14,2,22,2,0,2,105,91,4.29,1.437,7.6,0.8,5.3,8.4,1.57,Left,No
11,2005,,Elmer Dessens,34,1,2,0.333,3.56,28,7,4,0,0,0,65.2,63,30,26,6,19,2,37,1,0,1,277,116,3.99,1.249,8.6,0.8,2.6,5.1,1.95,Right,No
12,2005,,Scott Erickson,37,1,4,0.2,6.02,19,8,6,0,0,0,55.1,62,37,37,12,25,0,15,4,0,1,249,69,6.87,1.572,10.1,2.0,4.1,2.4,0.6,Right,No
13,2005,,Franquelis Osoria,23,0,2,0.0,3.94,24,0,6,0,0,0,29.2,28,14,13,3,8,0,15,3,0,0,122,105,4.44,1.213,8.5,0.9,2.4,4.6,1.88,Right,No
14,2005,,Edwin Jackson,21,2,2,0.5,6.28,7,6,0,0,0,0,28.2,31,22,20,2,17,0,13,1,1,2,134,66,4.9,1.674,9.7,0.6,5.3,4.1,0.76,Right,No
15,2005,,Wilson Álvarez,35,1,4,0.2,5.63,21,2,3,0,0,0,24.0,31,15,15,7,7,0,16,0,0,0,109,74,6.35,1.583,11.6,2.6,2.6,6.0,2.29,Left,No
16,2005,,Derek Thompson,24,0,0,0.0,3.5,4,3,0,0,0,0,18.0,16,7,7,0,10,1,13,0,0,0,74,120,3.24,1.444,8.0,0.0,5.0,6.5,1.3,Left,No
17,2005,,Buddy Carlyle,27,0,0,0.0,8.36,10,0,2,0,0,0,14.0,16,13,13,4,4,0,13,1,0,0,62,50,5.95,1.429,10.3,2.6,2.6,8.4,3.25,Right,No
18,2005,,Jonathan Broxton,21,1,0,1.0,5.93,14,0,5,0,0,0,13.2,13,11,9,0,12,2,22,1,0,2,68,71,2.65,1.829,8.6,0.0,7.9,14.5,1.83,Right,No
19,2005,,Éric Gagné,29,1,0,1.0,2.7,14,0,13,0,0,8,13.1,10,4,4,2,3,0,22,0,0,3,53,156,2.35,0.975,6.8,1.4,2.0,14.9,7.33,Right,No
20,2005,,Hung-Chih Kuo,23,0,1,0.0,6.75,9,0,0,0,0,0,5.1,5,4,4,1,5,1,10,0,1,0,26,65,4.52,1.875,8.4,1.7,8.4,16.9,2.0,Left,No
1,2004,SP,Jeff Weaver,27,13,13,0.5,4.01,34,34,0,0,0,0,220.0,219,103,98,19,67,9,153,14,0,9,935,102,3.89,1.3,9.0,0.8,2.7,6.3,2.28,Right,No
2,2004,SP,Odalis Perez,26,7,6,0.538,3.25,31,31,0,0,0,0,196.1,180,76,71,26,44,4,128,3,2,2,787,126,4.18,1.141,8.3,1.2,2.0,5.9,2.91,Left,No
3,2004,SP,Kazuhisa Ishii,30,13,8,0.619,4.71,31,31,0,2,2,0,172.0,155,97,90,21,98,2,99,4,0,3,749,87,5.26,1.471,8.1,1.1,5.1,5.2,1.01,Left,No
4,2004,SP,José Lima,31,13,5,0.722,4.07,36,24,3,0,0,0,170.1,178,81,77,33,34,6,93,1,0,3,702,101,5.09,1.245,9.4,1.7,1.8,4.9,2.74,Right,No
5,2004,SP,Hideo Nomo,35,4,11,0.267,8.25,18,18,0,0,0,0,84.0,105,77,77,19,42,1,54,4,0,3,393,50,6.35,1.75,11.3,2.0,4.5,5.8,1.29,Right,No
6,2004,CL,Éric Gagné,28,7,3,0.7,2.19,70,0,59,0,0,45,82.1,53,24,20,5,22,3,114,5,0,2,326,188,2.05,0.911,5.8,0.5,2.4,12.5,5.18,Right,No
7,2004,RP,Duaner Sanchez,24,3,1,0.75,3.38,67,0,27,0,0,0,80.0,81,34,30,9,27,2,44,6,0,6,342,122,4.65,1.35,9.1,1.0,3.0,5.0,1.63,Right,No
8,2004,RP,Guillermo Mota,30,8,4,0.667,2.14,52,0,11,0,0,1,63.0,51,15,15,4,27,5,52,2,0,5,259,192,3.6,1.238,7.3,0.6,3.9,7.4,1.93,Right,No
9,2004,RP,Darren Dreifort,32,1,4,0.2,4.44,60,0,9,0,0,1,50.2,43,25,25,5,36,2,63,0,0,5,227,93,3.98,1.559,7.6,0.9,6.4,11.2,1.75,Right,No
10,2004,RP,Tom Martin,34,0,1,0.0,4.13,47,0,9,0,0,1,28.1,32,13,13,3,14,1,18,3,0,1,132,101,4.95,1.624,10.2,1.0,4.4,5.7,1.29,Left,No
11,2004,,Wilson Álvarez,34,7,6,0.538,4.03,40,15,6,0,0,1,120.2,109,56,54,12,31,2,102,5,0,1,499,102,3.55,1.16,8.1,0.9,2.3,7.6,3.29,Left,No
12,2004,,Giovanni Carrara,36,5,2,0.714,2.18,42,0,15,0,0,2,53.2,46,15,13,1,20,3,48,1,0,1,227,189,2.68,1.23,7.7,0.2,3.4,8.0,2.4,Right,No
13,2004,,Yhency Brazobán,24,6,2,0.75,2.48,31,0,10,0,0,0,32.2,25,9,9,2,15,2,27,0,0,1,133,167,3.57,1.224,6.9,0.6,4.1,7.4,1.8,Right,No
14,2004,,Edwin Jackson,20,2,1,0.667,7.3,8,5,1,0,0,0,24.2,31,20,20,7,11,1,16,0,0,0,113,57,6.78,1.703,11.3,2.6,4.0,5.8,1.45,Right,No
15,2004,,Elmer Dessens,33,1,0,1.0,3.2,12,1,2,0,0,0,19.2,16,7,7,4,8,0,18,0,0,0,82,130,5.08,1.22,7.3,1.8,3.7,8.2,2.25,Right,No
16,2004,,Brian Falkenborg,26,1,0,1.0,7.53,6,0,1,0,0,0,14.1,19,14,12,2,9,0,11,3,0,1,73,56,5.84,1.953,11.9,1.3,5.7,6.9,1.22,Right,No
17,2004,,Scott Stewart,28,1,0,1.0,5.84,11,0,2,0,0,0,12.1,20,8,8,3,6,3,8,0,0,0,60,72,6.37,2.108,14.6,2.2,4.4,5.8,1.33,Left,No
18,2004,,Brad Penny,26,1,2,0.333,3.09,3,3,0,0,0,0,11.2,6,5,4,2,6,0,6,0,0,0,45,137,5.79,1.029,4.6,1.5,4.6,4.6,1.0,Right,No
19,2004,,Mike Venafro,30,0,0,0.0,4.0,17,0,2,0,0,0,9.0,11,5,4,1,3,1,6,2,0,0,42,107,4.83,1.556,11.0,1.0,3.0,6.0,2.0,Left,No
20,2004,,Masao Kida,35,0,0,0.0,0.0,3,0,1,0,0,0,4.2,4,0,0,0,1,0,5,1,0,0,19,0,2.19,1.071,7.7,0.0,1.9,9.6,5.0,Right,No
21,2004,,Rodney Myers,35,0,0,0.0,0.0,1,0,1,0,0,0,2.0,1,0,0,0,0,0,1,0,0,0,6,0,2.05,0.5,4.5,0.0,0.0,4.5,0.0,Right,No
22,2004,,Robin Ventura,36,0,0,0.0,0.0,1,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,4,0,3.05,1.0,9.0,0.0,0.0,0.0,0.0,Right,No
1,2003,SP,Hideo Nomo,34,16,13,0.552,3.09,33,33,0,2,2,0,218.1,175,82,75,24,98,6,177,1,0,11,897,131,4.2,1.25,7.2,1.0,4.0,7.3,1.81,Right,No
2,2003,SP,Kevin Brown,38,14,9,0.609,2.39,32,32,0,0,0,0,211.0,184,67,56,11,56,2,185,5,1,5,856,169,2.82,1.137,7.8,0.5,2.4,7.9,3.3,Right,No
